model_id,model_name,model_type,aro_accession,aro_name,target_resistance_family,drug_classes,resistance_mechanisms,reference_taxa,n_model_sequences,has_snp_data,source,source_url,card_version
3321,AAC(3)-IIe,protein homolog model,3004621,AAC(3)-IIe,Beta-lactamase,aminoglycoside antibiotic,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2288,Mycobacterium tuberculosis variant bovis ndh with mutation conferring resistance to isoniazid,protein variant model,3003779,Mycobacterium tuberculosis variant bovis ndh with mutation conferring resistance to isoniazid,Beta-lactamase,isoniazid-like antibiotic,antibiotic target alteration,Mycobacterium tuberculosis H37Rv,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2324,gadW,protein homolog model,3003838,gadW,Beta-lactamase,fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam,antibiotic efflux,Escherichia coli O25b:H4,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2321,cdeA,protein homolog model,3003835,cdeA,Beta-lactamase,disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux,Clostridioides difficile,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3481,OXA-364,protein homolog model,3001551,OXA-364,Beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Achromobacter dolens,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2310,Streptomyces cinnamoneus EF-Tu mutants conferring resistance to elfamycin,protein variant model,3003359,Streptomyces cinnamoneus EF-Tu mutants conferring resistance to elfamycin,Beta-lactamase,elfamycin antibiotic,antibiotic target alteration,Streptomyces cinnamoneus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2294,Campylobacter jejuni gyrA conferring resistance to fluoroquinolones,protein variant model,3003789,Campylobacter jejuni gyrA conferring resistance to fluoroquinolones,Beta-lactamase,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2313,Enterococcus faecalis YvlB with mutation conferring daptomycin resistance,protein variant model,3003815,Enterococcus faecalis YvlB with mutation conferring daptomycin resistance,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Enterococcus faecalis V583,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2312,Enterococcus faecalis drmA with mutation conferring daptomycin resistance,protein variant model,3003813,Enterococcus faecalis drmA with mutation conferring daptomycin resistance,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Enterococcus faecalis V583,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2302,Enterococcus faecalis gdpD with mutation conferring daptomycin resistance,protein variant model,3003800,Enterococcus faecalis gdpD with mutation conferring daptomycin resistance,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Enterococcus faecalis V583,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2314,Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones,protein variant model,3003817,Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones,Beta-lactamase,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2305,Enterococcus faecalis gshF with mutation conferring daptomycin resistance,protein variant model,3003805,Enterococcus faecalis gshF with mutation conferring daptomycin resistance,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Enterococcus faecalis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2301,Enterococcus faecalis YybT with mutation conferring daptomycin resistance,protein variant model,3003797,Enterococcus faecalis YybT with mutation conferring daptomycin resistance,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Enterococcus faecalis V583,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
8560,OXA-1054,protein homolog model,3009648,OXA-1054,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3510,OXA-440,protein homolog model,3003596,OXA-440,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2295,Enterococcus faecium liaF mutant conferring daptomycin resistance,protein variant model,3003790,Enterococcus faecium liaF mutant conferring daptomycin resistance,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic efflux;antibiotic target alteration,Enterococcus faecium,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2296,Enterococcus faecalis liaS mutant conferring daptomycin resistance,protein variant model,3003791,Enterococcus faecalis liaS mutant conferring daptomycin resistance,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic efflux;antibiotic target alteration,Enterococcus faecalis V583,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2297,Enterococcus faecalis liaR mutant conferring daptomycin resistance,protein variant model,3003792,Enterococcus faecalis liaR mutant conferring daptomycin resistance,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic efflux;antibiotic target alteration,Enterococcus faecalis V583,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3540,OXA-478,protein homolog model,3003635,OXA-478,Beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Brachyspira pilosicoli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3583,FAR-1,protein homolog model,3004784,FAR-1,Beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Nocardia farcinica,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3640,LEN-41,protein homolog model,3004844,LEN-41,Beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Klebsiella variicola subsp. tropica,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2326,TLA-3,protein homolog model,3003204,TLA-3,Beta-lactamase,cephalosporin;monobactam,antibiotic inactivation,Serratia marcescens,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3318,ADC-60,protein homolog model,3004620,ADC-60,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2329,MOX-9,protein homolog model,3002191,MOX-9,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Citrobacter freundii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3319,AAC(6')-Ian,protein homolog model,3003200,AAC(6')-Ian,Beta-lactamase,aminoglycoside antibiotic,antibiotic inactivation,Serratia marcescens,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3592,FRI-1,protein homolog model,3004797,FRI-1,Beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Enterobacter cloacae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2331,kdpE,protein homolog model,3003841,kdpE,Beta-lactamase,aminoglycoside antibiotic,antibiotic efflux,Escherichia coli str. K-12 substr. MG1655,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2333,LEN-26,protein homolog model,3002474,LEN-26,Beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2335,ADC-2,protein homolog model,3003848,ADC-2,Beta-lactamase,cephalosporin,antibiotic inactivation,Oligella urethralis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3322,AAC(3)-IId,protein homolog model,3004623,AAC(3)-IId,Beta-lactamase,aminoglycoside antibiotic,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3324,Erm(49),protein homolog model,3004626,Erm(49),Beta-lactamase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,antibiotic target alteration,Bifidobacterium breve,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
4253,ADC-188,protein homolog model,3006357,ADC-188,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2307,carO,protein knockout model,3003808,carO,Beta-lactamase,carbapenem,reduced permeability to antibiotic;resistance by absence,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2293,Bacillus subtilis pgsA with mutation conferring resistance to daptomycin,protein variant model,3003788,Bacillus subtilis pgsA with mutation conferring resistance to daptomycin,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Staphylococcus aureus subsp. aureus MW2,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2299,Staphylococcus aureus walK with mutation conferring resistance to daptomycin,protein variant model,3003794,Staphylococcus aureus walK with mutation conferring resistance to daptomycin,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Staphylococcus aureus subsp. aureus MRSA252,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2315,Acinetobacter baumannii parC conferring resistance to fluoroquinolones,protein variant model,3003818,Acinetobacter baumannii parC conferring resistance to fluoroquinolones,Beta-lactamase,fluoroquinolone antibiotic,antibiotic target alteration,Acinetobacter,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2308,Acinetobacter baumannii OprD conferring resistance to imipenem,protein knockout model,3003809,Acinetobacter baumannii OprD conferring resistance to imipenem,Beta-lactamase,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,reduced permeability to antibiotic;resistance by absence,Acinetobacter baumannii ZW85-1,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2328,MUS-2,protein homolog model,3003842,MUS-2,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Myroides odoratimimus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3328,AAC(6')-Im,protein homolog model,3004629,AAC(6')-Im,Beta-lactamase,aminoglycoside antibiotic,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3332,ADC-67,protein homolog model,3004633,ADC-67,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3333,ADC-73,protein homolog model,3004634,ADC-73,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3334,AAC(6')-Il,protein homolog model,3004635,AAC(6')-Il,Beta-lactamase,aminoglycoside antibiotic,antibiotic inactivation,Klebsiella aerogenes,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3335,qnrE1,protein homolog model,3004636,qnrE1,Beta-lactamase,fluoroquinolone antibiotic,antibiotic target protection,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3336,qnrE2,protein homolog model,3004637,qnrE2,Beta-lactamase,fluoroquinolone antibiotic,antibiotic target protection,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3337,Corynebacterium striatum tetA,protein homolog model,3004639,Corynebacterium striatum tetA,Beta-lactamase,penicillin beta-lactam;tetracycline antibiotic,antibiotic efflux,Corynebacterium striatum,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3339,dfrA15b,protein homolog model,3004640,dfrA15b,Beta-lactamase,diaminopyrimidine antibiotic,antibiotic target replacement,Salmonella enterica subsp. enterica,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3341,Erm(K),protein homolog model,3004643,Erm(K),Beta-lactamase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,antibiotic target alteration,Alkalihalobacillus halodurans,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3343,dfrA6 from Proteus mirabilis,protein homolog model,3004644,dfrA6 from Proteus mirabilis,Beta-lactamase,diaminopyrimidine antibiotic,antibiotic target replacement,Proteus mirabilis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3344,dfrI,protein homolog model,3004645,dfrI,Beta-lactamase,diaminopyrimidine antibiotic,antibiotic target replacement,Yersinia ruckeri,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3346,AQU-2,protein homolog model,3004647,AQU-2,Beta-lactamase,cephalosporin,antibiotic inactivation,Aeromonas hydrophila,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3348,cfr(B),protein homolog model,3004649,cfr(B),Beta-lactamase,lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;streptogramin antibiotic,antibiotic target alteration,Clostridioides difficile,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
1670,nalC,protein overexpression model,3000818,nalC,Beta-lactamase,aminocoumarin antibiotic;carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;nonribosomal peptide antibiotics;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux,Pseudomonas aeruginosa PAO1,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2373,Escherichia coli UhpT with mutation conferring resistance to fosfomycin,protein variant model,3003890,Escherichia coli UhpT with mutation conferring resistance to fosfomycin,Beta-lactamase,phosphonic acid antibiotic,antibiotic target alteration,Escherichia coli str. K-12 substr. MC4100,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
383,Pseudomonas mutant PhoQ conferring resistance to colistin,protein variant model,3003896,Pseudomonas mutant PhoQ conferring resistance to colistin,Beta-lactamase,macrolide antibiotic;nonribosomal peptide antibiotics;peptide antibiotic,antibiotic efflux;antibiotic target alteration;resistance by absence,Pseudomonas aeruginosa PAO1,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2334,ADC-1,protein homolog model,3003847,ADC-1,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2336,ADC-3,protein homolog model,3003849,ADC-3,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2337,ADC-4,protein homolog model,3003850,ADC-4,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2339,ADC-6,protein homolog model,3003852,ADC-6,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
